companyName,profileUrl,location,logoUrl,companyType,revenue,establishedYear,description,isVerified
Courtney Sales,https://www.thomasnet.com/company/courtney-sales-30988918/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Gastonia, NC 28052",,Distributor*,,,"Distributor of metal doors and frames for commercial applications. Wood doors, finish hardware, lockers, cabinets, and partitions are also offered.",No
Cossins Windows Canada Ltd.,https://www.thomasnet.com/company/cossins-windows-canada-ltd-30689105/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Calgary, AB T2E7B1",,Manufacturer*,$5 - 9.9 Mil Revenue,1978.0,,No
"Darby Doors, LLC",https://www.thomasnet.com/company/darby-doors-llc-30943585/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Saint Florian, AL 35630",,Turnkey Systems Integrator*,$250 Mil. and over Revenue,1982.0,"System integrator for multifamily housing construction industry.  Metal doors, frames, plate glass or framed mirrors, toilet partitions, bathroom accessories, wire shelving, hardware, fire extinguishers, mailboxes, blinds, access panels and cabinets are offered.",No
Madera Surfaces,https://www.thomasnet.com/company/madera-surfaces-30981728/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"New York, NY 10010",,Custom Manufacturer*,,,"Custom manufacturer of plank and wood flooring. Stair parts, transitions, interior doors, cladding, grilles, and wall or ceiling panels are offered.",No
Creative Improvements,https://www.thomasnet.com/company/creative-improvements-30203142/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Corona, CA 92882",,Distributor*,$1 Mil Revenue,,"Distributor Of Doors, Windows & Mouldings Including Replacement Windows, Entry Doors, Sliding Glass Doors & Crown Moulding",No
A-1 Doors & Mouldings Ltd.,https://www.thomasnet.com/company/a-1-doors-mouldings-ltd-30690426/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Surrey, BC V3W3A6",,Manufacturer*,$1 - 4.9 Mil Revenue,1987.0,,No
Transamerican Wholesale,https://www.thomasnet.com/company/transamerican-wholesale-30959451/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Compton, CA 90220",,Distributor*,$250 Mil. and over Revenue,,"Distributor of automotive parts for trucks, Jeeps and SUVs. Armor, running boards, brakes, bumpers, tubing clamps and air compressors are offered. Tonneau covers, differentials, doors, drivetrains, lights, seats, shock absorbers, suspensions, tires, tops, wheels, winches and fender flare trims are also available.",No
Krieger Specialty Products Co.,https://www.thomasnet.com/company/krieger-specialty-products-co-986524/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,,,Manufacturer*,$5 - 9.9 Mil Revenue,,"Manufacturer Of Door & Window Assemblies (Including Hardware & Accessories) For Complex Acoustical, Blast & Bullet Resistant, Radio Frequency Shielding, Thermal Barrier, Air Tight, Water Tight & Stainless Steel Specifications",No
Lindsey Doors,https://www.thomasnet.com/company/lindsey-doors-30808396/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Indio, CA 92201",/_sda/_next/image?url=https%3A%2F%2Freports.thomasnet.com%2Ftnetdash%2Flogos%2Flindseymanufacturing.PNG&w=256&q=75,Manufacturer*,$10 - 24.9 Mil Revenue,,"Manufacturer of cabinet doors. Products include wine racks, double panels, French lite doors, mouldings, glass doors, wainscot panels, corbels, valances, rosettes, contemporary doors and inside corners.",No
Pacific Pre-Hung Doors Ltd.,https://www.thomasnet.com/company/pacific-pre-hung-doors-ltd-30689666/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Coquitlam, BC V3J6Z9",,Distributor*,$5 - 9.9 Mil Revenue,1971.0,,No
Caoba Doors,https://www.thomasnet.com/company/caoba-doors-30755186/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Philadelphia, PA 19143",,Manufacturer*,$1 Mil Revenue,2001.0,"Manufacturer of architectural doors and windows Types of doors include hinged French, patio, sliding, bi-fold, entry and interior doors. Products include louvers, shutters, gates, cabinets, vanities, railings and balusters. Markets served include luxury residential, hospitality, commercial and historic restoration sectors.",No
"Royal Aluminum Co., Inc.",https://www.thomasnet.com/company/royal-aluminum-co-inc-10033450/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Newark, NJ 07105",,Manufacturer*,$10 - 24.9 Mil Revenue,1957.0,Vinyl & Aluminum,No
Slocomb Windows & Doors,https://www.thomasnet.com/company/slocomb-windows-doors-30808108/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Wilkes Barre, PA 18702",,Manufacturer*,$25 - 49.9 Mil Revenue,,"Manufacturer of storm windows and doors. Products include mulled, hung, vinyl and bow windows, sliding patio doors, and sliders.",No
Dormon Industries Ltd.,https://www.thomasnet.com/company/dormon-industries-ltd-10011900/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Winnipeg, MB R3E2Z9",,"Manufacturer* , Service Company",,,"Wood, Plastic Laminate & Lead Lined Doors",No
Builder's Millwork & Window,https://www.thomasnet.com/company/builder-s-millwork-window-30756011/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Sioux Falls, SD 57103",,Custom Manufacturer*,$1 - 4.9 Mil Revenue,1994.0,"Custom manufacturer of cabinets and doors for commercial and residential applications. Products include windows, interior and exterior doors, exterior patios, entrance doors, countertops, mouldings and stair systems. Millwork is available.",No
Energy Reclaim Inc.,https://www.thomasnet.com/company/energy-reclaim-inc-30995269/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Montgomery, TX 77356",,"Manufacturer* , Service Company",,,"Manufacturer of wooden, glass display, and walk-in doors for commercial applications. Plastic curtains, jambs, and box seals are offered. Restoration, repair, and installation services are also available. Suitable for coolers and freezers.",No
The Cook & Boardman Group,https://www.thomasnet.com/company/the-cook-boardman-group-30876183/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Winston-Salem, NC 27103",/_sda/_next/image?url=https%3A%2F%2Freports.thomasnet.com%2Ftnetdash%2Flogos%2Fcook.PNG&w=256&q=75,"Turnkey Systems Integrator* , Distributor",$5 - 9.9 Mil Revenue,1995.0,"Distributor of commercial doors, frames, hardware, electronic access control equipment and specialty products. Products include access controls, locks, dispensers, hinges, pivots, frames, bars, receptacles, door closers, operators, lock parts and exit devices. System integration, physical security, wireless networking, low voltage cabling, design, budgeting, estimation are also offered. Suitable for commercial construction, school system, college, institutional and governmental applications.",No
Forms & Surfaces,https://www.thomasnet.com/company/forms-surfaces-10015104/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,,https://cdn.thomasnet.com/ritekit/forms-surfaces.com.svg,"Manufacturer* , Custom Manufacturer",$25 - 49.9 Mil Revenue,1967.0,"Manufacturer of architectural products for public spaces. Metal, glass, and quartz surfaces; wall cladding; elevator interior products and doors; columns; information displays; benches; bike racks; tables and chairs; sunshades; garbage receptacles; planters; and bollards are offered. Indoor and outdoor products are available. Capable of fabricating custom architectural products and designs. Serves applications such as office buildings, airports, restaurants and hotels, universities, healthcare facilities, parks, and city centers.",No
S.L.I. Windows & Doors,https://www.thomasnet.com/company/s-l-i-windows-doors-986059/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Upland, CA 91786",,"Manufacturer* , Service Company",,1965.0,"Standard or custom size patio sliding doors & hardware.Single hung, XO single or XOX double-sliding window varieties. Aluminum or vinyl framed charcoal colored mesh screens.",No
McKinney,https://www.thomasnet.com/company/mckinney-30833273/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Colorado Springs, CO 80903",,Distributor*,$100 - 249.9 Mil Revenue,,"Distributor of access control equipment. Products include security systems, doors, hardware, safes, and partitions. Locksmith services and repair services are also available.",No
"AIRCO PRODUCTS, INC.",https://www.thomasnet.com/company/airco-products-inc-30827385/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"SAN JACINTO, CA 92582",,Manufacturer*,$10 - 24.9 Mil Revenue,,"Manufacturer of precision aircraft products and spares. Products include wing flaps, ailerons, interior panels, access doors, composite radomes, air/ intake ducts, supports and repair kits.",No
"J.B. Sash & Door Company, Inc",https://www.thomasnet.com/company/j-b-sash-door-company-inc-396200/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Chelsea, MA 02150",,"Manufacturer* , Distributor",$5 - 9.9 Mil Revenue,1943.0,"Wood Doors, Frames & Windows",No
ABC Door Co.,https://www.thomasnet.com/company/abc-door-co-30081306/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,,,Service Company*,$1 - 4.9 Mil Revenue,,Garage door contracting service,No
"Aker Doors, Inc",https://www.thomasnet.com/company/aker-doors-inc-30174272/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Ham Lake, MN 55304",,Distributor*,$1 Mil Revenue,1977.0,Distributor Of Doors. Offers Rolling & Overhead Doors.,No
Brighton Cabinetry,https://www.thomasnet.com/company/brighton-cabinetry-30735559/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Neoga, IL 62447",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Fbrightoncabinetry.com.png&w=256&q=75,Custom Manufacturer*,$1 - 4.9 Mil Revenue,1995.0,"Custom manufacturer of cabinets for kitchens and bathrooms. Markets served include commercial, residential, private and public sectors.",No
Eliot Iron Works,https://www.thomasnet.com/company/eliot-iron-works-1098197/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Roxbury, MA 02119",,"Custom Manufacturer* , Manufacturer",,,"Custom manufacturer of ornamental iron works for industrial, commercial and academic institutions. Products include fire escapes, gates, fencing, inspections, interior and exterior railings, balconies, barriers, security doors, window grates, decks and grilles.",No
"Defabco, Inc.",https://www.thomasnet.com/company/defabco-inc-46976/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Columbus, OH 43227",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F00046976%2F246240.PNG&w=256&q=75,"Custom Manufacturer* , Finishing Service Company, Turnkey Systems Integrator, Service Company",$10 - 24.9 Mil Revenue,1972.0,"Custom manufacturer of industrial metal doors. Aluminum, beryllium, brass, bronze, carbon steel, copper, Incoloy®, Inconel®, Invar®, iron, lead, nickel, niobium, stainless steel, tantalum, titanium and rhenium materials are used. Doors with dimensions up to 120 in. x 60 in. can be fabricated. Bending, folding, forming, cutting, painting, plating, powder coating, punching, rolling, shearing, stamping and welding services are offered. Capabilities include designing, contract manufacturing, engineering, consulting, finite element analysis and prototype and low volume production. Markets served include food, chemical and petrochemical processing, HVAC, medical, pharmaceutical, automotive and agricultural. Emergency and rush services are available. Meets ANSI, DOT, ASTM, ASME, AWS, and FDA standards.",No
"Eastern Glass Resources, Inc.",https://www.thomasnet.com/company/eastern-glass-resources-inc-30981074/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Harrison, NJ 07029",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Feglassr.com.png&w=256&q=75,"Custom Manufacturer* , Distributor",$5 - 9.9 Mil Revenue,1986.0,"Distributor of glass products includes doors, windows, and panels. Made up of laminated, tempered, and insulated glass. Glass fabrication is available.",No
Zeeland Lumber & Supply,https://www.thomasnet.com/company/zeeland-lumber-supply-30965923/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=43,"Zeeland, MI 49464",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Fzeelandlumber.com.png&w=256&q=75,$25 - 49.9 Mil Revenue,$25 - 49.9 Mil Revenue,1947.0,"Distributor of building materials and supplies. Cabinets, countertops, windows, entry and exterior doors are offered. Made from wood, steel and composite materials. Lumbers, decking, roofing and siding trims are also available. Manufacturer of standard and custom wall panels, floor and roof trusses. Suitable for offices, kitchens, bathrooms, mudrooms and commercial applications. Serves agricultural, construction and remodeling industries.",No
